latitude,longitude
60.8992136328,27.1142721578
30.3043280801,-97.694222011
49.2894138889,-124.6596305556
21.28073363,-157.8357117133
29.8592333696,-95.1622890738
42.31974947,-83.71233361
33.78873,-78.742425
42.95627595,-81.38633608
54.1726254611,-2.8345607556
40.8241424561,-77.0198516846
37.0733111667,-122.0066833333
41.6348283333,-90.363655
38.9048916667,-77.2646033333
20.0013397097,-97.707192488
45.114246,19.6729302
41.655555,-87.0394138333
30.6072018479,-103.9258117676
41.6283751184,-90.3864222976
48.7690415903,-123.4520712837
21.2753055556,-157.8250305556
48.646258563,2.3265731411
48.6723942655,2.3869925847
31.65422904,-106.1982824765
26.7828899167,-80.0414801561
26.7828897951,-80.0414265119
26.7828801565,-80.0413809143
26.7828813233,-80.0413111769
-33.9512056844,18.4292630106
56.5200684977,36.8280145025
-37.7328128687,144.9740564967
-25.5132237997,-49.187178
38.90395,-77.26503
-31.6779582157,-60.7528921589
41.6365055556,-90.3570027778
-20.6395866507,32.023894228
26.0060002032,-80.2677145326
20.9913716667,-89.6278616667
41.6341318734,-90.4170935332
16.736949276,-92.636917904
45.1425301872,29.6827767942
49.2894138889,-124.6596305556
37.327275,-121.9423133333
41.6348283333,-90.363655
35.7498955523,-78.7560441322
39.0871306012,-77.5266606326
40.1308847283,-84.4307252604
40.1408859809,-84.4342737886
33.7979883333,-117.9378666667
30.6072018479,-103.9258117676
37.25008657,-77.15680661
26.6486778072,-80.1998779544
31.5216916667,-97.1459361667
18.988625,-99.196305
28.60274288,-81.19648834
43.0071778187,-81.2747618812
29.6406322487,-82.2681390019
37.2641748726,-121.9040601013
48.7753738175,-123.3682125066
37.4754219055,-122.1703643799
32.4491,-94.606802
29.6406726305,-82.2681771938
-25.956184,27.3307719722
41.5295791626,-83.6357803345
29.6648520215,-95.4587430811
47.21347197,-122.47953386
55.7779655278,32.8936538611
19.9414728387,-99.6393009648
49.7473625999,30.1598853618
-1.136107,100.366877
42.7367551944,-71.4845796389
41.5975061,-90.3462215
49.2900277778,-124.6603833333
39.4174833333,-105.0698305
41.5262641,-90.5072573
42.7190480989,-73.7521119219
24.2183497135,55.6866237894
28.2836996667,-105.4830820486
6.087222,-75.567032
29.640828705,-82.2682834876
19.1258513797,-104.3442509219
47.69655935,-122.21284434
41.6931280222,-90.2048352631
18.4898127198,-66.3949991336
32.6323129576,13.3893346041
50.0542232034,-125.2340480795
41.6357916667,-90.3625633333
18.2755793056,-90.91911155
37.24995131,-77.15691003
41.635345,-90.3638616667
25.7966866667,-80.2572783333
16.7378209867,-92.629339993
20.4074883333,-99.3556133333
37.2527769046,-121.821357317
37.4703636169,-122.1926803589
35.0818572144,-101.84317452
41.6348283333,-90.3636583333
17.6620164651,-97.2495015106
17.656596197,-97.2560614659
17.6682921903,-97.2511720235
37.5423464123,-78.0025739595
17.6491302,-97.2402363736
17.6789729135,-97.2634992916
19.395433,-103.75748015
45.1404308228,29.6789237119
19.1898765564,72.9493637085
44.5699694419,-123.264038732
29.6050778034,-98.3897340987
29.6407441396,-82.2682997919
44.79327,-76.691375
36.0675124501,-94.2323126943
46.9613,16.1508
45.1295480859,10.0507441163
49.0721527778,-125.7599055556
55.79894,21.06731
32.8952777778,-97.3586111111
-18.300788162,24.109740529
8.1268773228,-74.6373390613
43.6666273373,-79.40237551
42.9909436714,-81.2725157447
29.3341306412,-103.3111152649
43.0333082821,-76.1402350428
18.24178755,73.68830432
41.6351916667,-90.3635333333
47.7470912899,-122.3080675676
26.98056667,-80.31353833
-33.0293138889,-71.4613111111
39.326413,-82.105365
21.2807515477,-157.835107727
30.8454462,-81.457498
52.3961220281,35.3070862301
36.9605990759,-122.0407358097
-36.9526788579,-73.1306956091
38.9183286015,-94.6056131543
44.8016866667,-76.6937633333
37.25010197,-77.15688399
-33.8738550693,18.5828950484
-25.5132218,-49.1871719
41.6353083333,-90.36387
19.0872388889,-155.7768916667
18.24390825,73.66426533
26.8683996712,-80.2428131546
32.4491,-94.606802
27.40553251,-82.43450045
49.1890180856,-122.7616065302
21.2778105168,-157.794802515
37.7577811,-122.3938075
42.6704551102,-83.0908934399
42.4146153542,18.7802801038
53.5873304362,-2.4895730317
21.2808297913,-157.8350372359
29.875970215,-100.1023055132
45.7526118221,27.3247737224
45.7525920618,27.3246422942
45.6702224708,27.2028349539
51.1004945,-114.2197416667
44.80277,-76.6926333333
26.8662797404,-80.2586657219
37.2528518698,-121.8212573074
43.7178484,-79.3806394
34.6824866667,-76.9077533333
45.5136944444,11.1388611111
25.796555,-80.2573916667
45.114246,19.6729302
47.9935175676,11.5597608771
-31.6771481762,-60.7529344037
40.9433097709,-124.1258693486
20.4072283333,-99.3553916667
43.6316985746,-80.5561618319
41.5975061,-90.3462215
31.275767,-94.697651
37.25008511,-77.15684389
-8.4522777419,121.0616514087
20.0060298461,-97.6770293713
38.29437977,-122.29928449
41.5262641,-90.5072573
37.252786766,-121.8211296019
26.99015,-80.295905
58.259,-134.321
27.9262962341,-82.3790664673
40.0456765574,-82.9724138138
39.2121514818,-84.4245080464
-16.7283333333,-43.8716666667
41.5624814529,2.0235657692
42.9909176779,-81.2725575739
48.7707026494,-123.3697787902
21.2808570933,-157.8348843231
29.6407828176,-82.2680233202
-8.4253440955,121.0318410024
37.76130086,-122.39155582
31.3295997317,-89.3409004429
37.2529181606,-121.8212483079
39.9258528297,-75.0215495816
35.5233621458,-97.469837945
37.3661051123,-78.2650417203
45.5139388889,11.1383222222
-31.5227713089,-52.4711165205
30.8454462,-81.457498
37.2527911828,-121.8211392022
-1.430807,-77.95715
-37.4635637282,144.6932182074
38.29334951,-122.30076279
16.736949276,-92.636917904
10.4699430466,-84.6504058838
10.3770961761,-84.839515686
10.4692220688,-84.6547012329
31.55267,-110.7375633333
42.9454963077,-77.4075791548
10.4700345993,-84.6501846313
10.4713420868,-84.6511993408
10.471241951,-84.6532974243
31.7280517183,-111.0519710832
36.0674144572,-94.2322864757
19.2707214167,-99.6006774722
10.4700641632,-84.6502304077
10.47012043,-84.6502609253
10.47012043,-84.6502456665
10.4702167511,-84.650352478
29.3341306412,-103.3111152649
37.2527366667,-121.8211883333
-1.136107,100.366877
41.2348861694,-75.8108978271
25.7961666667,-80.257705
41.6347666667,-90.3641166667
19.8601093056,-90.5023345833
29.3393478394,-95.2858047485
49.1890175967,-122.7616369784
34.9263863332,-95.1465304712
21.0743969054,-89.6335190535
-23.9019092177,-46.49227696
26.99018833,-80.32647833
10.0997222222,-84.8105555556
10.0991666667,-84.8119444444
10.0980555556,-84.8133333333
32.84575,-97.48655
10.0955555556,-84.8169444444
42.2503666667,-83.0321666667
10.0955555556,-84.8169444444
10.095,-84.8169444444
10.0941666667,-84.8202777778
10.0941666667,-84.82
29.664956747,-95.4584938589
30.394417,-86.5908069722
10.1624116029,-84.9607137907
10.0911111111,-84.8269444444
43.8417632,-103.5422668
10.1141666667,-84.8930555556
10.1075,-84.8836111111
10.1063888889,-84.8808333333
10.1063888889,-84.8808333333
10.1044444444,-84.8766666667
-37.6308686598,145.2364168236
-22.3968083333,-47.547355
-35.6593239,-63.7577887
26.9019971008,-80.2781466501
9.6430850194,-83.9974864572
25.9965016667,-97.5685916667
25.9965483333,-97.568485
25.9965483333,-97.568485
25.9965483333,-97.568485
25.996665,-97.5685266667
25.9958933333,-97.566065
16.7378209867,-92.629339993
-37.9112634615,145.3428758424
25.9959283333,-97.566095
25.99579,-97.5660883333
25.99616,-97.567065
25.9966166667,-97.568455
25.99649,-97.56853
25.9965833333,-97.5685266667
48.653519,-122.966018
51.9333216649,4.2013090856
25.9965416667,-97.5685466667
55.7976649968,21.06940895
25.99657,-97.56885
47.7270215191,-122.36304665
-33.8631866667,22.4437083333
11.4819284562,-85.5092029436
51.3601216516,12.3341229604
51.3601247366,12.3341229604
51.3601296288,12.3341216193
20.874282,-103.501553
20.874282,-103.501553
20.874282,-103.501553
37.3661757574,-78.2649478829
51.3600608944,12.3341410653
46.2140416667,6.1197666667
51.3600681998,12.3341420709
-34.1752445067,18.9281317592
51.359762289,12.3341006121
37.25007753,-77.15684239
53.5014066667,-113.5605966667
51.359664977,12.3342855416
43.3615980078,-81.8335657054
36.1084971667,-96.0765083333
51.359664977,12.3342855416
50.0816913759,5.0393175334
-34.4129316905,19.2394172028
51.3596689957,12.3342708605
30.2398642246,-97.6997208596
35.0021798826,-111.7633610833
45.6699418695,-61.8989553605
37.252821261,-121.8211278074
32.4490888997,-94.6067663997
51.3596740202,12.3342708605
43.8317613889,-65.3688016944
51.3598599283,12.3340857881
21.280943377,-157.8347461448
18.9884246195,-99.1055054777
32.8489765045,-79.8589680214
51.3598599283,12.3341754237
37.2528117104,-121.8211438694
51.3598867258,12.3345080176
7.9179501287,-75.5651244125
-38.175444676,145.1322425172
41.5262641,-90.5072573
61.1274759683,-146.3520696771
61.1274863294,-146.3520160329
61.1270615213,-146.345074476
44.14490874,-94.0140301
29.64067,-82.2681583333
61.1271133275,-146.3448024473
42.1885083333,-84.5120083333
61.1270031182,-146.3443262451
51.3596773699,12.3342705693
-37.7635321047,144.9971431426
9.0677728,-79.4786498
51.3600056394,12.3340640392
37.2527783333,-121.8211866667
49.2643275193,-122.8976595579
29.6050666667,-98.389725
51.3600156885,12.3340694037
37.2526844486,-121.8211147125
42.7189092245,-73.7515362818
45.114246,19.6729302
44.3150416667,-68.340745
37.3662481142,-78.2649120748
26.99017,-80.32666667
29.3341306412,-103.3111152649
43.0953828396,10.5442464669
37.25276513,-121.821119288
52.3168170836,-113.7787019089
34.879744,-83.08995
52.2954473742,4.5173127636
40.8523410569,-73.8384837006
40.4461900589,-79.9533083106
39.0871359207,-77.5266875286
26.96156333,-80.30723667
37.25007878,-77.15682767
30.3959361,-86.613731
42.2502633333,-83.6224883333
41.6342783333,-90.3642616667
46.2033405,-60.7781426
35.9475966667,-83.9428416667
33.7752716667,-118.1489638333
39.9411768968,-75.1057875204
38.9187096046,-94.6057226173
16.7378209867,-92.629339993
31.8704224097,-109.1870329378
43.0863416667,-77.6682666667
42.2860794562,-71.1042422139
37.8684033135,-122.0742428576
37.2528383333,-121.8211533333
7.9122072889,-75.5680751228
37.2526403107,-121.8210919888
43.0059525394,-81.2880962044
41.634995,-90.3636033333
-33.0293305556,-71.4612916667
29.3341306412,-103.3111152649
44.3240966667,-73.0433528333
18.9883540248,-99.1053836275
20.991315,-89.6280583333
20.6823074252,-103.5809268057
26.96155833,-80.307245
37.252838281,-121.8211722003
30.8454462,-81.457498
-9.5399668759,-37.9063865019
32.6323163458,13.3893446624
42.246825,-83.6261
43.3002058306,-81.9202926302
37.25007578,-77.15683817
25.79608,-80.2577883333
29.6054,-98.390525
37.2527560126,-121.8211396785
-27.5749523,-48.5136694
42.0456859133,-72.7464108429
26.96143667,-80.30689167
-33.8627466667,22.44372
47.4063877471,-123.1405803189
51.9334479425,4.2013553817
41.5624814529,2.023576498
45.114246,19.6729302
37.8992692661,-122.2368179729
39.8736123359,-75.3746163377
43.6316588011,-80.5551108613
34.8776599722,-83.095144
-34.896430294,-54.9687335327
19.8601093056,-90.5023345833
37.2526608667,-121.8210824129
35.4761298929,-93.467389146
46.7428655032,-116.9859884559
37.2526455914,-121.8210688289
7.9162053408,-75.5664591699
37.7748985291,-122.4194030762
40.3309434,-80.05173
33.2275319641,-95.7087372545
-35.6593239,-63.7577887
25.7963533333,-80.2576616667
42.7185774424,-73.7523764018
30.5337047146,-84.9349927514
38.9152535468,-90.2136423066
26.2272083281,-98.2387975338
20.5124434712,-99.2063218093
-9.5400621,-37.9063114
37.2528288095,-121.8211523351
40.7184774018,-74.0160309323
18.9954700489,-99.0994825101
6.087222,-75.567032
37.2528582734,-121.8212226951
37.8645121,-122.0734247
43.6322174853,-80.5539929979
45.5244625966,-122.6365253517
33.9689916667,-118.4463416667
49.9598811267,34.645235318
49.9598844376,34.6452299535
34.876939,-83.0957709722
25.796675,-80.2576533333
33.8987902638,-78.4590339661
41.5465866667,-90.4628966667
38.0004615784,-122.5931243896
45.5140438111,11.1386142299
43.0958842361,10.5414997634
41.634155,-90.3642466667
-9.8485744,-56.0720954
39.9537413889,-75.8591852778
31.4134916667,-97.93107
41.6144855515,-90.3735827287
33.0734042921,-95.7611237627
38.9187223411,-94.6058967347
42.7186759354,-73.7524906394
42.7190690255,-73.7523115241
30.8454462,-81.457498
56.5263944444,36.9009222222
37.2527679988,-121.8211359904
35.22923318,-80.8456518079
40.7660666667,-73.98777
37.2527471697,-121.8211467193
45.3319733257,-122.382817938
40.597724123,-74.174033152
34.8759579722,-83.098949
41.5624814529,2.0235657692
7.2421423,-76.4388664
-9.5400621,-37.9063114
36.065575,-94.1713866667
32.7773226899,-117.0080978077
-33.0292611111,-71.4612611111
-30.9079960704,27.120259075
29.605455,-98.3908083333
41.6353033333,-90.3629216667
25.796695,-80.2576
39.7571487834,-89.760125003
40.9661033333,-73.8876583333
29.3341306412,-103.3111152649
26.961395,-80.30686167
-41.1634125177,175.6179647847
-18.1621889993,24.7448226893
41.5469366667,-90.4630083333
25.79672,-80.2576366667
43.3279333333,-83.7398
18.44888,-66.3827583333
30.2851138889,-97.6742111111
-37.4636019581,144.6932107006
30.2855666667,-97.6749527778
30.2855194444,-97.6735416667
45.3607215158,20.4054901912
-21.457765451,-43.5522608981
46.0063933238,-123.8768093945
30.2855194444,-97.6735416667
49.2717633333,-123.197205
18.995920538,-99.0969892775
-23.9001776282,-46.4920033946
43.0119844722,-89.7235173889
25.7967216667,-80.2575616667
43.0119844722,-89.7235173889
43.01251125,-89.7236434722
43.0129365833,-89.7239754167
33.8978312805,-78.4601722285
30.3910537,-86.5933452
29.6054783333,-98.3908866667
43.0128383056,-89.7240450278
43.0128365833,-89.7238553889
43.0128365833,-89.7238553889
43.0128365833,-89.7238553889
37.2529240618,-121.8212953055
40.8805954108,16.7656010382
34.838639237,-82.3099604902
43.0156261667,-89.7126338056
38.8108368,-90.1842118
43.0156634722,-89.71257175
38.8108368,-90.1842118
49.418705,-123.6420966667
43.0156695278,-89.7125311389
43.0155898611,-89.7057565
43.0117205833,-89.7249368889
43.0117205833,-89.7249368889
43.0117205833,-89.7249368889
-35.6593239,-63.7577887
41.5457472222,-90.4610888889
30.239878851,-97.6998958738
40.00886945,-75.300195
43.0117205833,-89.7249368889
43.0117205833,-89.7249368889
43.0117205833,-89.7249368889
43.0117205833,-89.7249368889
18.9957882352,-99.09688662
43.0117205833,-89.7249368889
39.9278931237,-75.1410919445
43.0117205833,-89.7249368889
43.0155555556,-89.7055555556
41.5477292067,-75.0046675723
46.2007918225,-123.9931486174
43.0155808333,-89.705732
43.0891132473,-89.7100175073
-31.6777251054,-60.752585046
41.5975061,-90.3462215
-1.136107,100.366877
43.0155759167,-89.70571675
43.0155759167,-89.70571675
43.0155759167,-89.70571675
30.8454462,-81.457498
32.732114191,-117.1455568448
43.0153995556,-89.7051445556
43.0149853056,-89.7033997778
43.0153995556,-89.7051445556
43.01498375,-89.7032561111
43.0148233056,-89.7011890278
20.4071533333,-99.35533
34.406555,-84.437875
44.2102829719,-64.4366053386
43.0179762778,-89.6782415833
37.7417550011,-122.2108821419
18.4907208314,-66.396019628
42.2476966667,-83.6256783333
26.93317167,-80.32498
37.2525764637,-121.8209786292
41.635505,-90.3627783333
42.6696374095,-83.0888294801
43.0183224167,-89.6822556667
43.0173932778,-89.6870562778
43.0183224167,-89.6822556667
40.9440178643,-124.1240565106
40.0010204,-75.8069082
49.265130593,-123.0850311247
-40.8573837222,172.7311248611
41.5624814529,2.0235657692
25.7963,-80.257225
43.0173932778,-89.6870562778
43.0173932778,-89.6870562778
40.8183966103,-80.2174794674
43.0173932778,-89.6870562778
43.0173932778,-89.6870562778
43.0171990833,-89.6852976944
41.4816865852,-74.9302301621
34.7540524,-77.4302414
34.7924222222,-77.4016194444
34.6443015566,-77.4375934175
34.7916833333,-77.4032055556
18.4906425004,-66.3963989219
43.96296066,-79.98421593
39.7572238508,-89.7603483493
18.996091,-99.096697
45.1295530532,10.0507545099
40.1135004936,-84.3547954522
-29.8451636301,30.9195355413
43.0062552315,-81.2889308917
-34.4132638842,19.2395509779
15.779979403,-86.8055712059
40.2160678773,-74.8911065608
-20.6395866507,32.023894228
32.923351025,-95.6250036565
24.81536813,-80.8234454
-9.5400621,-37.9063114
43.3033358127,-81.8684720319
29.5053722222,-98.6933222222
29.60552,-98.391145
37.2527875705,-121.8211156224
57.1943984763,33.003201549
-9.5400621,-37.9063114
44.8531495436,-64.8744065196
44.3150466667,-68.3407283333
36.1517171076,-95.9460097924
40.9660672762,-73.8885588794
37.7916030884,-122.2755661011
47.4063877471,-123.1405803189
9.9938768274,-83.0115158354
52.975865,-122.5671533333
52.9758266667,-122.5671333333
52.9761766667,-122.5635233333
52.975985,-122.5621883333
52.977575,-122.5596783333
42.1394032305,-71.9795561683
52.9781233333,-122.55906
52.9781666667,-122.55898
52.97868,-122.5589416667
52.97888,-122.5589966667
52.97888,-122.5589966667
39.757206612,-89.7603694713
52.9797016667,-122.558865
52.8850983333,-122.3661516667
52.885005,-122.36625
18.996090351,-99.096654737
27.4914784729,-82.625904344
52.8849233333,-122.366305
52.8847983333,-122.366355
52.8849283333,-122.3662283333
52.8843183333,-122.3656783333
52.8843183333,-122.3656783333
52.884045,-122.365595
30.83098644,-97.79440268
37.2526900022,-121.8211438669
52.881,-122.3652883333
52.8840716667,-122.363775
52.886935,-122.3653383333
-38.4404819179,-71.900866963
52.8870633333,-122.366695
53.0725803001,-122.4496498623
53.07255,-122.4490516667
55.714675,12.5414
42.0679278333,-70.82968
53.0724766667,-122.4497583333
53.0726533333,-122.449735
25.7568232307,-80.3754731296
